d_codigo,d_asenta-D_mnpio
6070,"Centro (Área 7), Cuauhtémoc"
6080,"Centro (Área 8), Cuauhtémoc"
6090,"Centro (Área 9), Cuauhtémoc"
6100,"Hipódromo, Cuauhtémoc"
6140,"Condesa, Cuauhtémoc"
6170,"Hipódromo Condesa, Cuauhtémoc"
6200,"Morelos, Cuauhtémoc"
6220,"Peralvillo, Cuauhtémoc"
6240,"Valle Gómez, Cuauhtémoc"
6250,"Ex-Hipódromo de Peralvillo, Cuauhtémoc"
6270,"Maza, Cuauhtémoc"
6280,"Felipe Pescador, Cuauhtémoc"
6300,"Guerrero, Cuauhtémoc"
6350,"Buenavista, Cuauhtémoc"
6400,"Santa María la Ribera, Cuauhtémoc"
6430,"Santa María Insurgentes, Cuauhtémoc"
6450,"Atlampa, Cuauhtémoc"
6470,"San Rafael, Cuauhtémoc"
6500,"Cuauhtémoc, Cuauhtémoc"
6600,"Juárez, Cuauhtémoc"
6700,"Roma Norte, Cuauhtémoc"
6720,"Doctores, Cuauhtémoc"
6760,"Roma Sur, Cuauhtémoc"
6780,"Buenos Aires, Cuauhtémoc"
6800,"Obrera, Cuauhtémoc"
6820,"Tránsito, Cuauhtémoc"
6840,"Esperanza, Cuauhtémoc"
6850,"Asturias, Cuauhtémoc"
6860,"Vista Alegre, Cuauhtémoc"
6870,"Paulino Navarro, Cuauhtémoc"
6880,"Algarin, Cuauhtémoc"
6890,"Ampliación Asturias, Cuauhtémoc"
6900,"Nonoalco Tlatelolco, Cuauhtémoc"
6920,"San Simón Tolnáhuac, Cuauhtémoc"
7000,"Aragón la Villa, Gustavo A. Madero"
7010,"Rosas del Tepeyac, Gustavo A. Madero"
7010,"Santa Isabel Tola, Gustavo A. Madero"
7010,"Tepetates, Gustavo A. Madero"
7020,"Tepeyac Insurgentes, Gustavo A. Madero"
7040,"Santiago Atzacoalco, Gustavo A. Madero"
7050,"Villa Gustavo A. Madero, Gustavo A. Madero"
7058,"15 de Agosto, Gustavo A. Madero"
7060,"Estanzuela, Gustavo A. Madero"
7069,"Triunfo de La República, Gustavo A. Madero"
7070,"Dinamita, Gustavo A. Madero"
7070,"Martín Carrera, Gustavo A. Madero"
7070,"La Cruz, Gustavo A. Madero"
7080,"Gabriel Hernández, Gustavo A. Madero"
7089,"Ampliación Gabriel Hernández, Gustavo A. Madero"
7090,"C.T.M. Atzacoalco, Gustavo A. Madero"
7090,"C.T.M. El Risco, Gustavo A. Madero"
7100,"Cuautepec Barrio Alto, Gustavo A. Madero"
7100,"San Miguel, Gustavo A. Madero"
7109,"San Antonio, Gustavo A. Madero"
7110,"Lomas de Cuautepec, Gustavo A. Madero"
7119,"Malacates, Gustavo A. Madero"
7119,"Ampliación Malacates, Gustavo A. Madero"
7130,"Compositores Mexicanos, Gustavo A. Madero"
7130,"El Tepetatal, Gustavo A. Madero"
7140,"Forestal, Gustavo A. Madero"
7140,"Arboledas, Gustavo A. Madero"
7140,"Ampliación Arboledas, Gustavo A. Madero"
7140,"Forestal I, Gustavo A. Madero"
7144,"La Lengüeta, Gustavo A. Madero"
7144,"Forestal II, Gustavo A. Madero"
7149,"Parque Metropolitano, Gustavo A. Madero"
7150,"La Casilda, Gustavo A. Madero"
7150,"Juventino Rosas, Gustavo A. Madero"
7160,"Loma La Palma, Gustavo A. Madero"
7164,"Graciano Sánchez, Gustavo A. Madero"
7164,"Luis Donaldo Colosio, Gustavo A. Madero"
7164,"Prados de Cuautepec, Gustavo A. Madero"
7164,"Tlacaélel, Gustavo A. Madero"
7170,"Palmatitla, Gustavo A. Madero"
7180,"Cocoyotes, Gustavo A. Madero"
7180,"General Felipe Berriozabal, Gustavo A. Madero"
7180,"Ampliación Cocoyotes, Gustavo A. Madero"
7183,"6 de Junio, Gustavo A. Madero"
7187,"Vista Hermosa, Gustavo A. Madero"
7188,"Tlalpexco, Gustavo A. Madero"
7189,"Ahuehuetes, Gustavo A. Madero"
7190,"Valle de Madero, Gustavo A. Madero"
7199,"Del Carmen, Gustavo A. Madero"
7200,"Cuautepec de Madero, Gustavo A. Madero"
7207,"Del Bosque, Gustavo A. Madero"
7209,"Guadalupe Victoria Cuautepec, Gustavo A. Madero"
7210,"Chalma de Guadalupe, Gustavo A. Madero"
7214,"Ampliación Chalma de Guadalupe, Gustavo A. Madero"
7220,"Castillo Chico, Gustavo A. Madero"
7220,"Castillo Grande, Gustavo A. Madero"
7224,"Ampliación Castillo Grande, Gustavo A. Madero"
7230,"Zona Escolar, Gustavo A. Madero"
7239,"Zona Escolar Oriente, Gustavo A. Madero"
7240,"El Arbolillo, Gustavo A. Madero"
7249,"El Arbolillo III CROC, Gustavo A. Madero"
7249,"El Arbolillo II CROC, Gustavo A. Madero"
7250,"Benito Juárez, Gustavo A. Madero"
7259,"Ampliación Benito Juárez, Gustavo A. Madero"
7268,"Solidaridad Nacional, Gustavo A. Madero"
7269,"El Arbolillo CTM, Gustavo A. Madero"
7270,"Residencial Acueducto de Guadalupe, Gustavo A. Madero"
7279,"Acueducto de Guadalupe, Gustavo A. Madero"
7280,"Jorge Negrete, Gustavo A. Madero"
7290,"La Pastora, Gustavo A. Madero"
7300,"Lindavista Norte, Gustavo A. Madero"
7300,"Lindavista Sur, Gustavo A. Madero"
7310,"Barrio Candelaria Ticomán, Gustavo A. Madero"
7320,"Residencial la Escalera, Gustavo A. Madero"
7320,"La Escalera, Gustavo A. Madero"
7320,"La Purísima Ticomán, Gustavo A. Madero"
7323,"PEMEX Lindavista, Gustavo A. Madero"
7326,"Arroyo de Guadalupe, Gustavo A. Madero"
7328,"Escuadrón 201 INFONAVIT, Gustavo A. Madero"
7330,"Santa María Ticomán, Gustavo A. Madero"
7340,"San José Ticomán, Gustavo A. Madero"
7340,"La Laguna Ticomán, Gustavo A. Madero"
7350,"San Juan y Guadalupe Ticomán, Gustavo A. Madero"
7350,"Guadalupe Ticomán, Gustavo A. Madero"
7359,"San Rafael Ticomán, Gustavo A. Madero"
7360,"Juan de Dios Bátiz, Gustavo A. Madero"
7360,"San Pedro Zacatenco, Gustavo A. Madero"
7363,"Lomas de San Juan Ixhuatepec 2a Sección, Gustavo A. Madero"
7369,"Residencial Zacatenco, Gustavo A. Madero"
7370,"Capultitlan, Gustavo A. Madero"
7380,"Tlacamaca, Gustavo A. Madero"
7380,"Maximino Ávila Camacho, Gustavo A. Madero"
7400,"Salvador Díaz Mirón, Gustavo A. Madero"
7410,"Juan González Romero, Gustavo A. Madero"
7410,"Villa Hermosa, Gustavo A. Madero"
7420,"El Coyol, Gustavo A. Madero"
7420,"Nueva Atzacoalco, Gustavo A. Madero"
7430,"Del Obrero, Gustavo A. Madero"
7440,"Vasco de Quiroga, Gustavo A. Madero"
7450,"DM Nacional, Gustavo A. Madero"
7455,"Ferrocarrilera, Gustavo A. Madero"
7456,"LI Legislatura, Gustavo A. Madero"
7456,"Residencial Oriente, Gustavo A. Madero"
7457,"El Coyol 2, Gustavo A. Madero"
7457,"José Maria Morelos y Pavón 2, Gustavo A. Madero"
7458,"Eduardo Molina, Gustavo A. Madero"
7459,"José Maria Morelos y Pavón 1, Gustavo A. Madero"
7460,"Granjas Modernas, Gustavo A. Madero"
7469,"Constitución de La República, Gustavo A. Madero"
7470,"Ampliación San Juan de Aragón, Gustavo A. Madero"
7480,"San Pedro El Chico, Gustavo A. Madero"
7500,"La Pradera, Gustavo A. Madero"
7509,"La Pradera 1a Sección, Gustavo A. Madero"
7509,"Pradera II Sección, Gustavo A. Madero"
7510,"San Felipe de Jesús, Gustavo A. Madero"
7520,"25 de Julio, Gustavo A. Madero"
7530,"Campestre Aragón, Gustavo A. Madero"
7540,"La Esmeralda, Gustavo A. Madero"
7548,"El Milagro, Gustavo A. Madero"
7549,"La Esmeralda 1a Sección, Gustavo A. Madero"
7549,"La Esmeralda 2a Sección, Gustavo A. Madero"
7550,"Providencia, Gustavo A. Madero"
7560,"Ampliación Providencia, Gustavo A. Madero"
7570,"Villa de Aragón, Gustavo A. Madero"
7580,"Ampliación Casas Alemán, Gustavo A. Madero"
7600,"Progreso Nacional, Gustavo A. Madero"
7620,"Santa Rosa, Gustavo A. Madero"
7630,"San José de la Escalera, Gustavo A. Madero"
7640,"Santiago Atepetlac, Gustavo A. Madero"
7650,"Ampliación Progreso Nacional, Gustavo A. Madero"
7670,"Guadalupe Proletaria, Gustavo A. Madero"
7680,"Ampliación Guadalupe Proletaria, Gustavo A. Madero"
7700,"Nueva Industrial Vallejo, Gustavo A. Madero"
7707,"Siete Maravillas, Gustavo A. Madero"
7708,"Torres Lindavista, Gustavo A. Madero"
7709,"Lasalle, Gustavo A. Madero"
7720,"Lindavista Vallejo I Sección, Gustavo A. Madero"
7730,"Montevideo, Gustavo A. Madero"
7730,"Churubusco Tepeyac, Gustavo A. Madero"
7730,"San Bartolo Atepehuacan, Gustavo A. Madero"
7739,"Planetario Lindavista, Gustavo A. Madero"
7740,"Valle del Tepeyac, Gustavo A. Madero"
7750,"Nueva Vallejo, Gustavo A. Madero"
7754,"Lindavista Vallejo III Sección, Gustavo A. Madero"
7755,"Lindavista Vallejo II Sección, Gustavo A. Madero"
7760,"Magdalena de las Salinas, Gustavo A. Madero"
7770,"Panamericana, Gustavo A. Madero"
7770,"Ampliación Panamericana, Gustavo A. Madero"
7780,"Defensores de La República, Gustavo A. Madero"
7780,"Héroe de Nacozari, Gustavo A. Madero"
7790,"Vallejo Poniente, Gustavo A. Madero"
7790,"Guadalupe Victoria, Gustavo A. Madero"
7800,"Industrial, Gustavo A. Madero"
7810,"Estrella, Gustavo A. Madero"
7820,"Aragón Inguarán, Gustavo A. Madero"
7820,"Tres Estrellas, Gustavo A. Madero"
7830,"Gertrudis Sánchez 1a Sección, Gustavo A. Madero"
7838,"Gertrudis Sánchez 3a Sección, Gustavo A. Madero"
7839,"Gertrudis Sánchez 2a Sección, Gustavo A. Madero"
7840,"7 de Noviembre, Gustavo A. Madero"
7840,"Guadalupe Tepeyac, Gustavo A. Madero"
7850,"Faja de Oro, Gustavo A. Madero"
7850,"Bondojito, Gustavo A. Madero"
7858,"Ampliación Emiliano Zapata, Gustavo A. Madero"
7859,"Ampliación Mártires de Río Blanco, Gustavo A. Madero"
7860,"La Joyita, Gustavo A. Madero"
7860,"Tablas de San Agustín, Gustavo A. Madero"
7869,"Belisario Domínguez, Gustavo A. Madero"
7870,"Vallejo, Gustavo A. Madero"
7870,"Guadalupe Insurgentes, Gustavo A. Madero"
7880,"Mártires de Río Blanco, Gustavo A. Madero"
7889,"Emiliano Zapata, Gustavo A. Madero"
7890,"Nueva Tenochtitlán, Gustavo A. Madero"
7890,"Cuchilla La Joya, Gustavo A. Madero"
7890,"La Joya, Gustavo A. Madero"
7899,"La Malinche, Gustavo A. Madero"
7900,"Cuchilla del Tesoro, Gustavo A. Madero"
7909,"Frente Cuchilla del Tesoro, Gustavo A. Madero"
7910,"San Juan de Aragón VII Sección, Gustavo A. Madero"
7918,"San Juan de Aragón VI Sección, Gustavo A. Madero"
7919,"Ex Ejido San Juan de Aragón Sector 32, Gustavo A. Madero"
7920,"El Olivo, Gustavo A. Madero"
7920,"San Juan de Aragón, Gustavo A. Madero"
7930,"Indeco, Gustavo A. Madero"
7939,"Héroes de Chapultepec, Gustavo A. Madero"
7940,"Ex Ejido San Juan de Aragón Sector 33, Gustavo A. Madero"
7950,"San Juan de Aragón, Gustavo A. Madero"
7960,"Héroes de Cerro Prieto, Gustavo A. Madero"
7960,"Ex Escuela de Tiro, Gustavo A. Madero"
7960,"Fernando Casas Alemán, Gustavo A. Madero"
7969,"San Juan de Aragón II Sección, Gustavo A. Madero"
7969,"San Juan de Aragón I Sección, Gustavo A. Madero"
7970,"San Juan de Aragón III Sección, Gustavo A. Madero"
7979,"San Juan de Aragón IV Sección, Gustavo A. Madero"
7979,"San Juan de Aragón V Sección, Gustavo A. Madero"
7980,"Narciso Bassols, Gustavo A. Madero"
7990,"C.T.M. Aragón, Gustavo A. Madero"
8000,"Gabriel Ramos Millán Sección Bramadero, Iztacalco"
8010,"Ex-Ejido de La Magdalena Mixiuhca, Iztacalco"
8020,"Ampliación Gabriel Ramos Millán, Iztacalco"
8030,"Gabriel Ramos Millán Sección Cuchilla, Iztacalco"
8040,"Carlos Zapata Vela, Iztacalco"
8100,"Agrícola Pantitlán, Iztacalco"
8200,"Viaducto Piedad, Iztacalco"
8210,"Nueva Santa Anita, Iztacalco"
8220,"San Pedro, Iztacalco"
8230,"San Francisco Xicaltongo, Iztacalco"
8240,"Santiago Norte, Iztacalco"
8300,"Santa Anita, Iztacalco"
8310,"La Cruz, Iztacalco"
8320,"Fraccionamiento Coyuya, Iztacalco"
8400,"Granjas México, Iztacalco"
8420,"Cuchilla Agrícola Oriental, Iztacalco"
8500,"Agrícola Oriental, Iztacalco"
8510,"El Rodeo, Iztacalco"
8600,"La Asunción, Iztacalco"
8610,"Zapotla, Iztacalco"
8620,"Los Reyes, Iztacalco"
8650,"San Miguel, Iztacalco"
8700,"Juventino Rosas, Iztacalco"
8710,"Tlazintla, Iztacalco"
8720,"Gabriel Ramos Millán Sección Tlacotal, Iztacalco"
8730,"Gabriel Ramos Millán, Iztacalco"
8760,"INPI Picos, Iztacalco"
8760,"Los Picos de Iztacalco Sección 2A, Iztacalco"
8760,"Los Picos de Iztacalco Sección 1B, Iztacalco"
8770,"Los Picos de Iztacalco Sección 1A, Iztacalco"
8800,"Santiago Sur, Iztacalco"
8810,"Reforma Iztaccíhuatl Norte, Iztacalco"
8830,"Militar Marte, Iztacalco"
8840,"Reforma Iztaccíhuatl Sur, Iztacalco"
8900,"INFONAVIT Iztacalco, Iztacalco"
8910,"Santa Cruz, Iztacalco"
8920,"Jardines Tecma, Iztacalco"
8930,"Campamento 2 de Octubre, Iztacalco"
9000,"La Asunción, Iztapalapa"
9000,"San José, Iztapalapa"
9000,"San Lucas, Iztapalapa"
9000,"Santa Bárbara, Iztapalapa"
9000,"San Pablo, Iztapalapa"
9000,"San Pedro, Iztapalapa"
9000,"San Ignacio, Iztapalapa"
9010,"Real del Moral, Iztapalapa"
9020,"Dr. Alfonso Ortiz Tirado, Iztapalapa"
9030,"Paseos de Churubusco, Iztapalapa"
9040,"Central de Abasto, Iztapalapa"
9040,"Paseos de Churubusco FOVISSSTE, Iztapalapa"
9060,"Sector Popular, Iztapalapa"
9060,"Escuadrón 201, Iztapalapa"
9070,"Granjas de San Antonio, Iztapalapa"
9080,"Cacama, Iztapalapa"
9089,"Unidad Modelo, Iztapalapa"
9090,"Héroes de Churubusco, Iztapalapa"
9099,"Mexicaltzingo, Iztapalapa"
9100,"Juan Escutia, Iztapalapa"
9110,"La Valenciana, Iztapalapa"
9120,"Voceadores de México, Iztapalapa"
9130,"San Lorenzo Xicotencatl, Iztapalapa"
9140,"Santa Martha Acatitla Norte, Iztapalapa"
9180,"Ermita Zaragoza, Iztapalapa"
9200,"Unidad Vicente Guerrero, Iztapalapa"
9208,"Chinampac de Juárez, Iztapalapa"
9209,"Renovación, Iztapalapa"
9210,"Tepalcates, Iztapalapa"
9220,"Unidad Ejército Constitucionalista, Iztapalapa"
9230,"Álvaro Obregón, Iztapalapa"
9230,"El Paraíso, Iztapalapa"
9230,"Ejército de Oriente, Iztapalapa"
9230,"José María Morelos y Pavón, Iztapalapa"
9233,"Peñón Viejo, Iztapalapa"
9239,"Ejército de Oriente Zona Peñón, Iztapalapa"
9240,"Progresista, Iztapalapa"
9250,"La Regadera, Iztapalapa"
9260,"Constitución de 1917, Iztapalapa"
9270,"Colonial Iztapalapa, Iztapalapa"
9280,"Jacarandas, Iztapalapa"
9290,"Santa Cruz Meyehualco, Iztapalapa"
9300,"Guadalupe del Moral, Iztapalapa"
9310,"Leyes de Reforma 1a Sección, Iztapalapa"
9310,"Leyes de Reforma 2a Sección, Iztapalapa"
9310,"Leyes de Reforma 3a Sección, Iztapalapa"
9319,"Cuchilla del Moral, Iztapalapa"
9320,"Sideral, Iztapalapa"
9350,"Albarrada, Iztapalapa"
9359,"Eva Sámano de López Mateos, Iztapalapa"
9360,"San Miguel, Iztapalapa"
9360,"Ampliación San Miguel, Iztapalapa"
9368,"P.R.I., Iztapalapa"
9369,"El Gavilán, Iztapalapa"
9369,"Alborada, Iztapalapa"
9369,"Gama Gavilán, Iztapalapa"
9400,"San Juanico Nextipac, Iztapalapa"
9400,"El Sifón, Iztapalapa"
9410,"Jardines de Churubusco, Iztapalapa"
9410,"San José Aculco, Iztapalapa"
9410,"Aculco, Iztapalapa"
9410,"Magdalena Atlazolpa, Iztapalapa"
9420,"Nueva Rosita, Iztapalapa"
9420,"Los Picos VI-B, Iztapalapa"
9429,"Purísima Atlazolpa, Iztapalapa"
9430,"El Triunfo, Iztapalapa"
9430,"Apatlaco, Iztapalapa"
9438,"Ampliación El Triunfo, Iztapalapa"
9440,"Zacahuitzco, Iztapalapa"
9440,"San Andrés Tetepilco, Iztapalapa"
9440,"El Retoño, Iztapalapa"
9450,"Banjidal, Iztapalapa"
9460,"Justo Sierra, Iztapalapa"
9470,"Sinatel, Iztapalapa"
9479,"Ampliación Sinatel, Iztapalapa"
9480,"El Prado, Iztapalapa"
9500,"Santa María Aztahuacán Ampliación, Iztapalapa"
9500,"Santa María Aztahuacán, Iztapalapa"
9510,"Santa Martha Acatitla, Iztapalapa"
9520,"El Edén, Iztapalapa"
9520,"San Sebastián Tecoloxtitla, Iztapalapa"
9530,"Santa Martha Acatitla Sur, Iztapalapa"
9550,"Monte Alban, Iztapalapa"
9560,"Paraje Zacatepec, Iztapalapa"
9570,"Santa María Aztahuacán, Iztapalapa"
9577,"Fuerte de Loreto, Iztapalapa"
9577,"Artículo 4°. Constitucional, Iztapalapa"
9578,"Ejército de Agua Prieta, Iztapalapa"
9579,"Las Rosas, Iztapalapa"
9600,"Santiago Acahualtepec, Iztapalapa"
9608,"Santiago Acahualtepec 1ra. Ampliación, Iztapalapa"
9609,"Santiago Acahualtepec 2a. Ampliación, Iztapalapa"
9620,"Lomas de Zaragoza, Iztapalapa"
9630,"San Miguel Teotongo Sección Jardines, Iztapalapa"
9630,"San Miguel Teotongo Sección Corrales, Iztapalapa"
9630,"San Miguel Teotongo Sección Avisadero, Iztapalapa"
9630,"San Miguel Teotongo Sección La Cruz, Iztapalapa"
9630,"San Miguel Teotongo Sección Loma Alta, Iztapalapa"
9630,"San Miguel Teotongo Sección Torres, Iztapalapa"
9630,"San Miguel Teotongo Sección Puente, Iztapalapa"
9630,"San Miguel Teotongo Sección Ranchito, Iztapalapa"
9630,"San Miguel Teotongo Sección Capilla, Iztapalapa"
9630,"San Miguel Teotongo Sección Mercedes, Iztapalapa"
9630,"San Miguel Teotongo Sección Guadalupe, Iztapalapa"
9630,"San Miguel Teotongo Sección Iztlahuaca, Iztapalapa"
9630,"San Miguel Teotongo Sección Palmitas, Iztapalapa"
9630,"San Miguel Teotongo Sección Rancho Bajo, Iztapalapa"
9630,"San Miguel Teotongo Sección Acorralado, Iztapalapa"
9637,"Campestre Potrero, Iztapalapa"
9638,"Ampliación Emiliano Zapata, Iztapalapa"
9640,"Lomas de la Estancia, Iztapalapa"
9640,"Xalpa, Iztapalapa"
9648,"San Pablo, Iztapalapa"
9660,"Citlalli, Iztapalapa"
9670,"Palmitas, Iztapalapa"
9680,"Tenorios, Iztapalapa"
9689,"Barranca de Guadalupe, Iztapalapa"
9690,"Iztlahuacán, Iztapalapa"
9696,"Miravalles, Iztapalapa"
9698,"Miguel de La Madrid Hurtado, Iztapalapa"
9700,"Buenavista, Iztapalapa"
9700,"Santa Cruz Meyehualco, Iztapalapa"
9700,"Desarrollo Urbano Quetzalcoatl, Iztapalapa"
9700,"Carlos Hank Gonzalez, Iztapalapa"
9704,"Degollado, Iztapalapa"
9704,"Arboledas Zafiro, Iztapalapa"
9704,"Predio San Rafael, Iztapalapa"
9705,"Degollado - Mexicatlalli, Iztapalapa"
9705,"Predio Xaltepec, Iztapalapa"
9706,"San José Buenavista, Iztapalapa"
9706,"Predio San Pedro y San Pablo, Iztapalapa"
9708,"Mixcoatl, Iztapalapa"
9709,"Lomas de Santa Cruz, Iztapalapa"
9710,"Los Ángeles Apanoaya, Iztapalapa"
9719,"STUNAM, Iztapalapa"
9720,"La Era, Iztapalapa"
9720,"Francisco Villa, Iztapalapa"
9730,"Reforma Política, Iztapalapa"
9740,"Presidentes de México, Iztapalapa"
9750,"La Polvorilla, Iztapalapa"
9750,"Insurgentes, Iztapalapa"
9750,"Las Peñas, Iztapalapa"
9760,"Consejo Agrarista Mexicano, Iztapalapa"
9767,"Residencial del Valle, Iztapalapa"
9769,"El Triángulo, Iztapalapa"
9770,"Puente Blanco, Iztapalapa"
9780,"Año de Juárez, Iztapalapa"
9780,"Lomas de San Lorenzo, Iztapalapa"
9790,"San Lorenzo Tezonco, Iztapalapa"
9800,"Estrella Culhuacán, Iztapalapa"
9800,"Fuego Nuevo, Iztapalapa"
9800,"San Antonio Culhuacán, Iztapalapa"
9800,"Predio Maravillas, Iztapalapa"
9800,"El Mirador, Iztapalapa"
9800,"Barrio San Antonio Culhuacán, Iztapalapa"
9800,"Barrio Tula, Iztapalapa"
9800,"Pueblo Culhuacán, Iztapalapa"
9800,"San Marcos, Iztapalapa"
9800,"Valle de Luces, Iztapalapa"
9800,"San Simón Culhuacán, Iztapalapa"
9809,"Valle de Luces, Iztapalapa"
9810,"Minerva, Iztapalapa"
9810,"Granjas Esmeralda, Iztapalapa"
9810,"Progreso del Sur, Iztapalapa"
9810,"Los Cipreses, Iztapalapa"
9819,"Valle del Sur, Iztapalapa"
9820,"La Mora Grande, Iztapalapa"
9820,"Santa Isabel Industrial, Iztapalapa"
9820,"El Santuario, Iztapalapa"
9820,"Ricardo Flores Magón, Iztapalapa"
9820,"Estrella del Sur, Iztapalapa"
9828,"Ampliación Ricardo Flores Magón, Iztapalapa"
9829,"Ampliación El Santuario, Iztapalapa"
9830,"Lomas El Manto, Iztapalapa"
9830,"El Manto, Iztapalapa"
9830,"El Molino, Iztapalapa"
9830,"Paraje San Juan, Iztapalapa"
9830,"Los Ángeles, Iztapalapa"
9836,"Cuitlahuac, Iztapalapa"
9837,"San Miguel 8va. Ampliación, Iztapalapa"
9838,"Plan de Iguala, Iztapalapa"
9839,"San Juan Joya, Iztapalapa"
9839,"Ampliación Paraje San Juan, Iztapalapa"
9840,"Los Reyes Culhuacán, Iztapalapa"
9849,"Ampliación Los Reyes, Iztapalapa"
9850,"Santa María del Monte, Iztapalapa"
9850,"San Juan Xalpa, Iztapalapa"
9850,"San Nicolás Tolentino, Iztapalapa"
9856,"Ampliación Veracruzana, Iztapalapa"
9856,"Estado de Veracruz, Iztapalapa"
9857,"El Tule, Iztapalapa"
9858,"Paraje San Juan Cerro, Iztapalapa"
9859,"Benito Juárez, Iztapalapa"
9860,"Bellavista, Iztapalapa"
9860,"Casa Blanca, Iztapalapa"
9860,"El Rodeo, Iztapalapa"
9860,"Parque Nacional Cerro  de la Estrella, Iztapalapa"
9860,"Ampliación Bellavista, Iztapalapa"
9860,"Sabadell Bellavista, Iztapalapa"
9860,"Cerro de La Estrella, Iztapalapa"
9864,"Bertha Von Bloumer, Iztapalapa"
9868,"San Juan Estrella, Iztapalapa"
9870,"San Andrés Tomatlán, Iztapalapa"
9870,"12 de Diciembre, Iztapalapa"
9870,"San Andrés Tomatlán, Iztapalapa"
9870,"Santa María Tomatlán, Iztapalapa"
9880,"Campestre Estrella, Iztapalapa"
9880,"Cooperativa de Trabajadores Sector Pesca, Iztapalapa"
9880,"El Vergel, Iztapalapa"
9880,"Granjas Estrella, Iztapalapa"
9889,"Rinconada Estrella, Iztapalapa"
9890,"Lomas Estrella, Iztapalapa"
9897,"Carlos Jonguitud Barrios, Iztapalapa"
9899,"Lomas Estrella FOVISSSTE, Iztapalapa"
9900,"San Lorenzo, Iztapalapa"
9900,"Guadalupe, Iztapalapa"
9900,"San Antonio, Iztapalapa"
9910,"Los Mirasoles, Iztapalapa"
9910,"La Esperanza, Iztapalapa"
9920,"José López Portillo, Iztapalapa"
9930,"El Rosario, Iztapalapa"
9940,"Jardines de San Lorenzo Tezonco, Iztapalapa"
9960,"USCOVI, Iztapalapa"
9960,"Celoalliotli, Iztapalapa"
9960,"El Molino Tezonco, Iztapalapa"
9960,"Allapetlalli, Iztapalapa"
9960,"La Planta, Iztapalapa"
9969,"Cananea, Iztapalapa"
9970,"Valle de San Lorenzo, Iztapalapa"
9979,"Carmen Serdán, Iztapalapa"
10000,"Lomas Quebradas, La Magdalena Contreras"
10010,"San Bartolo Ameyalco, La Magdalena Contreras"
10010,"La Malinche, La Magdalena Contreras"
10020,"Cuauhtémoc, La Magdalena Contreras"
10100,"Unidad Independencia IMSS, La Magdalena Contreras"
10130,"Batan Viejo, La Magdalena Contreras"
10200,"San Jerónimo Lídice, La Magdalena Contreras"
10300,"San Bernabé Ocotepec, La Magdalena Contreras"
10309,"El Oasis de San Bernabé, La Magdalena Contreras"
10320,"El Tanque, La Magdalena Contreras"
10330,"Las Cruces, La Magdalena Contreras"
10340,"Los Padres, La Magdalena Contreras"
10350,"Lomas de San Bernabé, La Magdalena Contreras"
10360,"Huayatla, La Magdalena Contreras"
10368,"Ampliación Potrerillo, La Magdalena Contreras"
10369,"Ampliación Lomas de San Bernabé, La Magdalena Contreras"
10369,"Tierra Unida, La Magdalena Contreras"
10370,"Palmas, La Magdalena Contreras"
10378,"Atacaxco, La Magdalena Contreras"
10379,"Vista Hermosa, La Magdalena Contreras"
10380,"Barros Sierra, La Magdalena Contreras"
10400,"San Jerónimo Aculco, La Magdalena Contreras"
10500,"Barrio San Francisco, La Magdalena Contreras"
10580,"Barranca Seca, La Magdalena Contreras"
10600,"El Rosal, La Magdalena Contreras"
10610,"El Toro, La Magdalena Contreras"
10620,"Potrerillo, La Magdalena Contreras"
10630,"El Ocotal, La Magdalena Contreras"
10640,"La Carbonera, La Magdalena Contreras"
